Unnamed: 0,images_path,masks_path
5575,d:\s3_dataset_entire\S3_entire-dataset\1703245750_3a0f6f5592644d87a4a55070b66a89b2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703245750_3a0f6f5592644d87a4a55070b66a89b2\mask\mask.png
5576,d:\s3_dataset_entire\S3_entire-dataset\1692800031_f3a047109eb64dc8a0c2ddf422879559\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692800031_f3a047109eb64dc8a0c2ddf422879559\mask\mask.png
5578,d:\s3_dataset_entire\S3_entire-dataset\1707302007_e93914541f2f4713b28a3e9a9c48e226\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707302007_e93914541f2f4713b28a3e9a9c48e226\mask\mask.png
5579,d:\s3_dataset_entire\S3_entire-dataset\1703651631_db1e28bdeb9f4fc2bfeac6ac2fccdae4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703651631_db1e28bdeb9f4fc2bfeac6ac2fccdae4\mask\mask.png
5580,d:\s3_dataset_entire\S3_entire-dataset\1688393638_1e65255645754f9bb253c8e81840d5bf\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1688393638_1e65255645754f9bb253c8e81840d5bf\mask\mask.png
5582,d:\s3_dataset_entire\S3_entire-dataset\1689347593_06a6a90bddff4b739167eb4a5eb05b43\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1689347593_06a6a90bddff4b739167eb4a5eb05b43\mask\mask.png
5586,d:\s3_dataset_entire\S3_entire-dataset\1705579671_fdf068fd858f4d59aa217905f3f214fb\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705579671_fdf068fd858f4d59aa217905f3f214fb\mask\mask.png
5590,d:\s3_dataset_entire\S3_entire-dataset\1711460552_f1ec461f76d5433cbbdc6cc1074ba940\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711460552_f1ec461f76d5433cbbdc6cc1074ba940\mask\mask.png
5592,d:\s3_dataset_entire\S3_entire-dataset\1712324522_9ecf22fa27e642debb26faa23fcc5ea5\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1712324522_9ecf22fa27e642debb26faa23fcc5ea5\mask\mask.png
5596,d:\s3_dataset_entire\S3_entire-dataset\1709651602_6e0e8d5ebdf14b0c8b508c9e782520f7\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709651602_6e0e8d5ebdf14b0c8b508c9e782520f7\mask\mask.png
5597,d:\s3_dataset_entire\S3_entire-dataset\1705570149_dbd74b0849b848d7a7b0a1799a42e3cd\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705570149_dbd74b0849b848d7a7b0a1799a42e3cd\mask\mask.png
5605,d:\s3_dataset_entire\S3_entire-dataset\1709294397_ac9f6d6f96a04635bf29b8adf3878c66\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709294397_ac9f6d6f96a04635bf29b8adf3878c66\mask\mask.png
5606,d:\s3_dataset_entire\S3_entire-dataset\1702629919_fcb62dc4e6f14512970a41708f173b55\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702629919_fcb62dc4e6f14512970a41708f173b55\mask\mask.png
5607,d:\s3_dataset_entire\S3_entire-dataset\1707214332_9d98faaaeb14405383a5b1caf6744a32\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707214332_9d98faaaeb14405383a5b1caf6744a32\mask\mask.png
5608,d:\s3_dataset_entire\S3_entire-dataset\1697708209_165bfb06fe4645db85cd0a964afee1e8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697708209_165bfb06fe4645db85cd0a964afee1e8\mask\mask.png
5609,d:\s3_dataset_entire\S3_entire-dataset\1711566697_3f7bdccb348b4f79b82b8edd5f3059c5\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711566697_3f7bdccb348b4f79b82b8edd5f3059c5\mask\mask.png
5613,d:\s3_dataset_entire\S3_entire-dataset\1696416578_2060648aa1b14e98a33033ef8acfcefa\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1696416578_2060648aa1b14e98a33033ef8acfcefa\mask\mask.png
5614,d:\s3_dataset_entire\S3_entire-dataset\1691151391_5d3819eff8134d4b8dbcdf80fe57cf3d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1691151391_5d3819eff8134d4b8dbcdf80fe57cf3d\mask\mask.png
5616,d:\s3_dataset_entire\S3_entire-dataset\1695989052_28b4c26a961f41668881d1d118e25964\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1695989052_28b4c26a961f41668881d1d118e25964\mask\mask.png
5619,d:\s3_dataset_entire\S3_entire-dataset\1702113864_e4e4fca1fece4cc2b538150cdf2b0e92\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702113864_e4e4fca1fece4cc2b538150cdf2b0e92\mask\mask.png
5620,d:\s3_dataset_entire\S3_entire-dataset\1702639002_58905a803b6c4d26964a0b01730e9016\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702639002_58905a803b6c4d26964a0b01730e9016\mask\mask.png
5622,d:\s3_dataset_entire\S3_entire-dataset\1690289880_2b3580ef66b04bf6b0cb0b94c8b37972\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690289880_2b3580ef66b04bf6b0cb0b94c8b37972\mask\mask.png
5626,d:\s3_dataset_entire\S3_entire-dataset\1689345463_b1efdc2552ce4976ab0eb496d1b51f48\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1689345463_b1efdc2552ce4976ab0eb496d1b51f48\mask\mask.png
5628,d:\s3_dataset_entire\S3_entire-dataset\1692797915_7f00fa3e937f48bb9bc93cd473ffbd91\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692797915_7f00fa3e937f48bb9bc93cd473ffbd91\mask\mask.png
5629,d:\s3_dataset_entire\S3_entire-dataset\1707379003_6684a076b2774db6a82ef893b47b94e0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707379003_6684a076b2774db6a82ef893b47b94e0\mask\mask.png
5632,d:\s3_dataset_entire\S3_entire-dataset\1713874266_6f268d0c462148cc86e3731e2077e7ed\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713874266_6f268d0c462148cc86e3731e2077e7ed\mask\mask.png
5633,d:\s3_dataset_entire\S3_entire-dataset\1707828463_c047aa04ee48407e9dcca2373fb13dc4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707828463_c047aa04ee48407e9dcca2373fb13dc4\mask\mask.png
5634,d:\s3_dataset_entire\S3_entire-dataset\1697386424_2759541435884031a1a3907e8f70ec73\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697386424_2759541435884031a1a3907e8f70ec73\mask\mask.png
5635,d:\s3_dataset_entire\S3_entire-dataset\1704363008_e5cde441f72346d5a6a8783d84fde593\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704363008_e5cde441f72346d5a6a8783d84fde593\mask\mask.png
5636,d:\s3_dataset_entire\S3_entire-dataset\1689256658_836bffad1216437292697d8a27ccead0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1689256658_836bffad1216437292697d8a27ccead0\mask\mask.png
5640,d:\s3_dataset_entire\S3_entire-dataset\1702367395_0880111b43fb4e888ad48a81b6e06eac\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702367395_0880111b43fb4e888ad48a81b6e06eac\mask\mask.png
5641,d:\s3_dataset_entire\S3_entire-dataset\1701340764_21e0657c13bb486596bfd7544a7ea933\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701340764_21e0657c13bb486596bfd7544a7ea933\mask\mask.png
5643,d:\s3_dataset_entire\S3_entire-dataset\1702472488_f2fcb15e27a0428f82897edfd588414c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702472488_f2fcb15e27a0428f82897edfd588414c\mask\mask.png
5644,d:\s3_dataset_entire\S3_entire-dataset\1690891764_ba7a562364a44801a119408fe5f63080\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690891764_ba7a562364a44801a119408fe5f63080\mask\mask.png
5645,d:\s3_dataset_entire\S3_entire-dataset\1702280583_fd2f953653a64116974ccf7df8083047\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702280583_fd2f953653a64116974ccf7df8083047\mask\mask.png
5646,d:\s3_dataset_entire\S3_entire-dataset\1708882383_571fc13b653e48b8b41ad1a656111f97\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708882383_571fc13b653e48b8b41ad1a656111f97\mask\mask.png
5648,d:\s3_dataset_entire\S3_entire-dataset\1697630882_77ed9f61d0fd46bb8347077869b43b8a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697630882_77ed9f61d0fd46bb8347077869b43b8a\mask\mask.png
5649,d:\s3_dataset_entire\S3_entire-dataset\1704459634_9046ccbaebcd4088987461606e8af5e8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704459634_9046ccbaebcd4088987461606e8af5e8\mask\mask.png
5651,d:\s3_dataset_entire\S3_entire-dataset\1705570830_8a8b073befb44750b0aecc51b8a9791c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705570830_8a8b073befb44750b0aecc51b8a9791c\mask\mask.png
5652,d:\s3_dataset_entire\S3_entire-dataset\1706012267_ac151a84d9114e52a3dd92b8991ff4ce\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706012267_ac151a84d9114e52a3dd92b8991ff4ce\mask\mask.png
5653,d:\s3_dataset_entire\S3_entire-dataset\1706444835_5a614d42d3bb4c37905d86f1a4a7072e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706444835_5a614d42d3bb4c37905d86f1a4a7072e\mask\mask.png
5655,d:\s3_dataset_entire\S3_entire-dataset\1697377806_d709f5c70f4b46f1abf06d5973359582\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697377806_d709f5c70f4b46f1abf06d5973359582\mask\mask.png
5660,d:\s3_dataset_entire\S3_entire-dataset\1702397815_f63081733cef4a2d8cf86e87d7c492ee\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702397815_f63081733cef4a2d8cf86e87d7c492ee\mask\mask.png
5663,d:\s3_dataset_entire\S3_entire-dataset\1705919305_f1e958db15bf4c2f9533f09a7dcfae70\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705919305_f1e958db15bf4c2f9533f09a7dcfae70\mask\mask.png
5664,d:\s3_dataset_entire\S3_entire-dataset\1705407058_d8a14d600e204a37a78f33efb1efd5af\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705407058_d8a14d600e204a37a78f33efb1efd5af\mask\mask.png
5666,d:\s3_dataset_entire\S3_entire-dataset\1708941347_5e77ac4c1b524733995763f7f9d860ce\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708941347_5e77ac4c1b524733995763f7f9d860ce\mask\mask.png
5667,d:\s3_dataset_entire\S3_entire-dataset\1701954855_bd8f25a1b6e74ac085cd8f72b1d407ab\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701954855_bd8f25a1b6e74ac085cd8f72b1d407ab\mask\mask.png
5669,d:\s3_dataset_entire\S3_entire-dataset\1706706608_e9a5ab473b1f467697aeb9ad1d5285bc\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706706608_e9a5ab473b1f467697aeb9ad1d5285bc\mask\mask.png
5671,d:\s3_dataset_entire\S3_entire-dataset\1690457164_170b663dd1ad4128ae7be27f5c576fe2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690457164_170b663dd1ad4128ae7be27f5c576fe2\mask\mask.png
5673,d:\s3_dataset_entire\S3_entire-dataset\1701337715_327f8d574b324fe08c044885a3253ea0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701337715_327f8d574b324fe08c044885a3253ea0\mask\mask.png
5675,d:\s3_dataset_entire\S3_entire-dataset\1704289014_fc63da882adc4778bf90ad67d2ca95c2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704289014_fc63da882adc4778bf90ad67d2ca95c2\mask\mask.png
5677,d:\s3_dataset_entire\S3_entire-dataset\1692981342_ac4f9b97dcce4b26a1527e5882d303e0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692981342_ac4f9b97dcce4b26a1527e5882d303e0\mask\mask.png
5682,d:\s3_dataset_entire\S3_entire-dataset\1703856301_608831ffa02a4763993db7a14a402a9d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703856301_608831ffa02a4763993db7a14a402a9d\mask\mask.png
5688,d:\s3_dataset_entire\S3_entire-dataset\1690889536_126e92b826a54fecb68109bbd8ca5942\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690889536_126e92b826a54fecb68109bbd8ca5942\mask\mask.png
5689,d:\s3_dataset_entire\S3_entire-dataset\1698057628_904f944bed0042f78130129beca11c20\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1698057628_904f944bed0042f78130129beca11c20\mask\mask.png
5690,d:\s3_dataset_entire\S3_entire-dataset\1701772957_6f79d1435d514a86a2a10d6286f86314\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701772957_6f79d1435d514a86a2a10d6286f86314\mask\mask.png
5703,d:\s3_dataset_entire\S3_entire-dataset\1702647085_feb5ebd438e444658a437501b8b666f3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702647085_feb5ebd438e444658a437501b8b666f3\mask\mask.png
5710,d:\s3_dataset_entire\S3_entire-dataset\1697048271_f7142bdec8ed4289a04a386bc6c0deda\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697048271_f7142bdec8ed4289a04a386bc6c0deda\mask\mask.png
5711,d:\s3_dataset_entire\S3_entire-dataset\1702977254_7b8893230d4c4fd9ab1b9aace2433fdd\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702977254_7b8893230d4c4fd9ab1b9aace2433fdd\mask\mask.png
5712,d:\s3_dataset_entire\S3_entire-dataset\1703852427_392b3284a39b49e29c6ee0354a2569d8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703852427_392b3284a39b49e29c6ee0354a2569d8\mask\mask.png
5713,d:\s3_dataset_entire\S3_entire-dataset\1705587362_c52325077ce74f138fc704ac823caa27\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705587362_c52325077ce74f138fc704ac823caa27\mask\mask.png
5714,d:\s3_dataset_entire\S3_entire-dataset\1713163583_836a3673b1f9488d9b596a67cee1e90e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713163583_836a3673b1f9488d9b596a67cee1e90e\mask\mask.png
5720,d:\s3_dataset_entire\S3_entire-dataset\1706594783_bd272f8d22234b759ea41766bf339349\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706594783_bd272f8d22234b759ea41766bf339349\mask\mask.png
5721,d:\s3_dataset_entire\S3_entire-dataset\1690550140_8c9a8d3582d547ba95f1987628952e2b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690550140_8c9a8d3582d547ba95f1987628952e2b\mask\mask.png
5728,d:\s3_dataset_entire\S3_entire-dataset\1700790264_63aff795a7cc4d2ba1a7b5a74990263e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700790264_63aff795a7cc4d2ba1a7b5a74990263e\mask\mask.png
5729,d:\s3_dataset_entire\S3_entire-dataset\1706866784_569814c13f934412a5e89bdd9cf7b3db\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706866784_569814c13f934412a5e89bdd9cf7b3db\mask\mask.png
5730,d:\s3_dataset_entire\S3_entire-dataset\1697454408_07d6482d45ca4ea097a4df58bf7e6190\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697454408_07d6482d45ca4ea097a4df58bf7e6190\mask\mask.png
5731,d:\s3_dataset_entire\S3_entire-dataset\1707215133_51fd751f34464e21acba66ab79781034\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707215133_51fd751f34464e21acba66ab79781034\mask\mask.png
5735,d:\s3_dataset_entire\S3_entire-dataset\1701423879_4f19ac9fb44e4c9fa40a8d8991d53430\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701423879_4f19ac9fb44e4c9fa40a8d8991d53430\mask\mask.png
5736,d:\s3_dataset_entire\S3_entire-dataset\1705988530_cabdb152c6514b639ffcbfc007eb31b7\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705988530_cabdb152c6514b639ffcbfc007eb31b7\mask\mask.png
5738,d:\s3_dataset_entire\S3_entire-dataset\1700765227_eca724f67efd4f639e339398b0d6938a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700765227_eca724f67efd4f639e339398b0d6938a\mask\mask.png
5739,d:\s3_dataset_entire\S3_entire-dataset\1702906368_be9d5ecd2d5a48e2813f224320f1dc2e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702906368_be9d5ecd2d5a48e2813f224320f1dc2e\mask\mask.png
5740,d:\s3_dataset_entire\S3_entire-dataset\1702577057_18148882645d40bebdab6d42a30150db\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702577057_18148882645d40bebdab6d42a30150db\mask\mask.png
5744,d:\s3_dataset_entire\S3_entire-dataset\1697115642_5fb76fb7acff448f8c394173c6c81ede\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697115642_5fb76fb7acff448f8c394173c6c81ede\mask\mask.png
5747,d:\s3_dataset_entire\S3_entire-dataset\1695309455_931fe7f174a844f5911d9190a9ac3131\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1695309455_931fe7f174a844f5911d9190a9ac3131\mask\mask.png
5751,d:\s3_dataset_entire\S3_entire-dataset\1688487081_634b2e9410354d10bb5f80933a728983\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1688487081_634b2e9410354d10bb5f80933a728983\mask\mask.png
5753,d:\s3_dataset_entire\S3_entire-dataset\1692856845_ccaca8fcd79849d58a2d94acd33006c9\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692856845_ccaca8fcd79849d58a2d94acd33006c9\mask\mask.png
5755,d:\s3_dataset_entire\S3_entire-dataset\1715078309_2deec2f0947543f9931cf623b56d9c06\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1715078309_2deec2f0947543f9931cf623b56d9c06\mask\mask.png
5757,d:\s3_dataset_entire\S3_entire-dataset\1707723003_00aabe7d5e334c5c8bfa885cb5657b03\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707723003_00aabe7d5e334c5c8bfa885cb5657b03\mask\mask.png
5758,d:\s3_dataset_entire\S3_entire-dataset\1703401946_38156958c1a04f178c9ea9857ea43d34\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703401946_38156958c1a04f178c9ea9857ea43d34\mask\mask.png
5761,d:\s3_dataset_entire\S3_entire-dataset\1708005985_7d07c2ae63cf46429b33de8b2f46397a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708005985_7d07c2ae63cf46429b33de8b2f46397a\mask\mask.png
5765,d:\s3_dataset_entire\S3_entire-dataset\1703705327_a04c25af71c1462d890f5c12de2804f3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703705327_a04c25af71c1462d890f5c12de2804f3\mask\mask.png
5766,d:\s3_dataset_entire\S3_entire-dataset\1713168447_3bcf626b19fd4d1f84647d2326b2cba0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713168447_3bcf626b19fd4d1f84647d2326b2cba0\mask\mask.png
5767,d:\s3_dataset_entire\S3_entire-dataset\1704370311_7c0497b989c1412cb04077e29e5618a4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704370311_7c0497b989c1412cb04077e29e5618a4\mask\mask.png
5771,d:\s3_dataset_entire\S3_entire-dataset\1710495219_68de770ba45c483eac357b811af849c8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710495219_68de770ba45c483eac357b811af849c8\mask\mask.png
5773,d:\s3_dataset_entire\S3_entire-dataset\1713168857_500b67a4df9549a2be5ced0d6586ac07\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713168857_500b67a4df9549a2be5ced0d6586ac07\mask\mask.png
5774,d:\s3_dataset_entire\S3_entire-dataset\1701856314_99c62a3507734ec38eeeeba1cd80c156\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701856314_99c62a3507734ec38eeeeba1cd80c156\mask\mask.png
5775,d:\s3_dataset_entire\S3_entire-dataset\1713780108_5ca4f73d1771450c9f6057447c8d5cb8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713780108_5ca4f73d1771450c9f6057447c8d5cb8\mask\mask.png
5777,d:\s3_dataset_entire\S3_entire-dataset\1694693600_6939548da05048f7a86b08e3cbc3c894\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1694693600_6939548da05048f7a86b08e3cbc3c894\mask\mask.png
5778,d:\s3_dataset_entire\S3_entire-dataset\1702021482_a7506d0a0fd940969813350c07e48f1f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702021482_a7506d0a0fd940969813350c07e48f1f\mask\mask.png
5780,d:\s3_dataset_entire\S3_entire-dataset\1704286847_dd9f97d7b27e4e75bd853b10cb63c72f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704286847_dd9f97d7b27e4e75bd853b10cb63c72f\mask\mask.png
5781,d:\s3_dataset_entire\S3_entire-dataset\1698924343_b873270179884f89a02c0b9a898f652b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1698924343_b873270179884f89a02c0b9a898f652b\mask\mask.png
5786,d:\s3_dataset_entire\S3_entire-dataset\1708688453_2a6b4f3824db43cfa5220395491df9b4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708688453_2a6b4f3824db43cfa5220395491df9b4\mask\mask.png
5790,d:\s3_dataset_entire\S3_entire-dataset\1703514241_44a4373c211046609d7184a463f19d57\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703514241_44a4373c211046609d7184a463f19d57\mask\mask.png
5791,d:\s3_dataset_entire\S3_entire-dataset\1705050055_8e39af40ddf244dc9c9040d656f9b395\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705050055_8e39af40ddf244dc9c9040d656f9b395\mask\mask.png
5794,d:\s3_dataset_entire\S3_entire-dataset\1705485331_3df3964cfc934149a521105d73c6866b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705485331_3df3964cfc934149a521105d73c6866b\mask\mask.png
5796,d:\s3_dataset_entire\S3_entire-dataset\1707177347_ca633ebdd76a4b818fbb7c395e4076e3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707177347_ca633ebdd76a4b818fbb7c395e4076e3\mask\mask.png
5799,d:\s3_dataset_entire\S3_entire-dataset\1698841112_52b7d4dded384ae389e3090d31cf4ca5\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1698841112_52b7d4dded384ae389e3090d31cf4ca5\mask\mask.png
5800,d:\s3_dataset_entire\S3_entire-dataset\1690890810_2bc15f29be2b42d688fba1b89ae80531\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690890810_2bc15f29be2b42d688fba1b89ae80531\mask\mask.png
5803,d:\s3_dataset_entire\S3_entire-dataset\1701777423_56694d1e0e4547c9a6a94e981fbd8db0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701777423_56694d1e0e4547c9a6a94e981fbd8db0\mask\mask.png
5804,d:\s3_dataset_entire\S3_entire-dataset\1692869470_d0a2a01e71254836bb4705f4aa532178\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692869470_d0a2a01e71254836bb4705f4aa532178\mask\mask.png
5808,d:\s3_dataset_entire\S3_entire-dataset\1702296293_d4b5f0ff87894f3ba864fde96adf77d4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702296293_d4b5f0ff87894f3ba864fde96adf77d4\mask\mask.png
5809,d:\s3_dataset_entire\S3_entire-dataset\1706185442_398f0b8ad584424e817fc4b9cba94ce3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706185442_398f0b8ad584424e817fc4b9cba94ce3\mask\mask.png
5818,d:\s3_dataset_entire\S3_entire-dataset\1709814251_91228408e07d4f0c83a798ed30ed84d1\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709814251_91228408e07d4f0c83a798ed30ed84d1\mask\mask.png
5820,d:\s3_dataset_entire\S3_entire-dataset\1690994367_7f13901f67bc4eef82d59c78334e7a7a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690994367_7f13901f67bc4eef82d59c78334e7a7a\mask\mask.png
5821,d:\s3_dataset_entire\S3_entire-dataset\1707134453_ba9ad29457d64a31a70397894810a247\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707134453_ba9ad29457d64a31a70397894810a247\mask\mask.png
5822,d:\s3_dataset_entire\S3_entire-dataset\1705400464_10110fa338f0435c904bd04b3a98ad2e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705400464_10110fa338f0435c904bd04b3a98ad2e\mask\mask.png
5823,d:\s3_dataset_entire\S3_entire-dataset\1707976280_ba1d0047a79c49ffabf8dd9e1047a281\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707976280_ba1d0047a79c49ffabf8dd9e1047a281\mask\mask.png
5825,d:\s3_dataset_entire\S3_entire-dataset\1701173649_51897d21cd3b411b83623e2ba4437b74\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701173649_51897d21cd3b411b83623e2ba4437b74\mask\mask.png
5827,d:\s3_dataset_entire\S3_entire-dataset\1701858630_c620dac00e894f56ba5e8f8f9fbf870d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701858630_c620dac00e894f56ba5e8f8f9fbf870d\mask\mask.png
5828,d:\s3_dataset_entire\S3_entire-dataset\1702897230_7769150d6e614785ae99a87b46987102\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702897230_7769150d6e614785ae99a87b46987102\mask\mask.png
5830,d:\s3_dataset_entire\S3_entire-dataset\1703227125_4a4502061e8f43cabcb1619b520ec75d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703227125_4a4502061e8f43cabcb1619b520ec75d\mask\mask.png
5831,d:\s3_dataset_entire\S3_entire-dataset\1691065069_10dd368cf6054cc99e30c01d8af5f8fe\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1691065069_10dd368cf6054cc99e30c01d8af5f8fe\mask\mask.png
5833,d:\s3_dataset_entire\S3_entire-dataset\1695610263_19a2b7415a14466f8f92ad076ead2f56\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1695610263_19a2b7415a14466f8f92ad076ead2f56\mask\mask.png
5836,d:\s3_dataset_entire\S3_entire-dataset\1704975820_20f1c83e963841cbabb206253c2a5f76\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704975820_20f1c83e963841cbabb206253c2a5f76\mask\mask.png
5837,d:\s3_dataset_entire\S3_entire-dataset\1689671565_617025dc01a641159409adfdfa4437fc\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1689671565_617025dc01a641159409adfdfa4437fc\mask\mask.png
5841,d:\s3_dataset_entire\S3_entire-dataset\1700562230_8974fe6a9c724c7cbdb5f839c8702558\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700562230_8974fe6a9c724c7cbdb5f839c8702558\mask\mask.png
